type,form_or_lemma,frequency
PROPN,chauffages,16
PROPN,réchauffer,16
PROPN,rsa,16
PROPN,recyclage,16
PROPN,gamme,16
PROPN,pretexte,16
PROPN,d.,16
PROPN,priorités,16
PROPN,pierre,16
PROPN,analyses,15
PROPN,guy,15
PROPN,vosges,15
PROPN,pieds,15
PROPN,axé,15
PROPN,racket,15
PROPN,quasi,15
PROPN,culpabilise,15
PROPN,fontaine,15
PROPN,cancers,14
PROPN,iran,14
PROPN,élevages,14
PROPN,permafrost,14
PROPN,cop21,14
PROPN,cochon,14
PROPN,citoyen,14
PROPN,délai,14
PROPN,réveil,14
PROPN,assume,14
PROPN,washington,14
PROPN,onu,14
PROPN,cost,14
PROPN,zoos,14
PROPN,paul,14
PROPN,diplôme,14
PROPN,daniel,14
PROPN,région,13
PROPN,judicieux,13
PROPN,pr,13
PROPN,cube,13
PROPN,pétrochimique,13
PROPN,tech,13
PROPN,interroge,13
PROPN,jean-louis,13
PROPN,kilo,13
PROPN,dechet,13
PROPN,that,13
PROPN,kit,13
PROPN,truc,13
PROPN,ocde,13
PROPN,bijoux,13
PROPN,usa,12
PROPN,eco,12
PROPN,internet,12
PROPN,raison,12
PROPN,assujetti,12
PROPN,ps,12
PROPN,couleur,12
PROPN,benelux,12
PROPN,logement,12
PROPN,robert,12
PROPN,immeuble,12
PROPN,média,12
PROPN,regrette,12
PROPN,fric,12
PROPN,very,12
PROPN,denis,12
PROPN,espace,12
PROPN,jean-claude,12
PROPN,cea,12
PROPN,christian,11
PROPN,c.,11
PROPN,frappe,11
PROPN,insensé,11
PROPN,zoé,11
PROPN,développée,11
PROPN,n.hulot,11
PROPN,dessert,11
PROPN,alpes,11
PROPN,convaincue,11
PROPN,bonus/,11
PROPN,livret,11
PROPN,---1,11
PROPN,diabète,11
PROPN,doute,11
PROPN,couvert,11
PROPN,patrick,11
PROPN,biométhane,11
PROPN,création,11
PROPN,bocages,11
PROPN,maman,11
PROPN,catalyseur,11
PROPN,.le,11
PROPN,-on,11
PROPN,20h30,11
PROPN,pan,11
PROPN,tankers,10
PROPN,e.,10
PROPN,pied,10
PROPN,tri,10
PROPN,diversifier,10
PROPN,enclin,10
PROPN,h&m,10
PROPN,matériel,10
PROPN,marches,10
PROPN,tourisme,10
PROPN,/li,10
PROPN,forcé,10
PROPN,teom,10
PROPN,angle,10
PROPN,carrefours,10
PROPN,coûteuses,10
PROPN,ppri,10
PROPN,exupéry,10
PROPN,referendum,10
PROPN,caravane,10
PROPN,watt,10
PROPN,coutume,10
PROPN,going,10
PROPN,will,10
PROPN,talk,10
PROPN,cop,10
PROPN,exemple,10
PROPN,km2,10
PROPN,▪,10
PROPN,projet,10
PROPN,trump,10
PROPN,ferro,10
PROPN,gratuit,10
PROPN,lit,10
PROPN,bel,10
PROPN,hulot,10
PROPN,propreté,10
PROPN,dressage,10
PROPN,décoration,10
PROPN,emr,10
PROPN,andré,10
PROPN,https://fr.scribd.com/document/398875477/courrier-edouard-philippe-pour-une-loi-economie-circulaire-ambitieuse,10
PROPN,fedelec,10
PROPN,ethikis,10
PROPN,hellozack,10
PROPN,solaire2000@wanadoo.fr,10
PROPN,jlg46_03430,10
PROPN,dirai,9
PROPN,bateau,9
PROPN,gaz,9
PROPN,fier,9
PROPN,investis,9
PROPN,cylindré,9
PROPN,utilisateurs,9
PROPN,giscard,9
PROPN,<,9
PROPN,c02,9
PROPN,prétexte,9
PROPN,carboné,9
PROPN,respectueuses,9
PROPN,bangladesh,9
PROPN,5ans,9
PROPN,🔴,9
PROPN,voynet,9
PROPN,autarcie,9
PROPN,etc.,9
PROPN,senat,9
PROPN,malin,9
PROPN,structures,9
PROPN,lobbyes,9
PROPN,dépasse,9
PROPN,choisie,9
PROPN,edouard,9
PROPN,go,9
PROPN,work,9
PROPN,beton,9
PROPN,fer,9
PROPN,perçu,9
PROPN,.il,9
PROPN,sou,9
PROPN,blé,9
PROPN,logo,9
PROPN,mythe,9
PROPN,kangoo,9
PROPN,21h00,9
PROPN,pet,9
PROPN,cahier,9
PROPN,kwh,9
PROPN,plastic,9
PROPN,br><h1,9
PROPN,fiscalité,9
PROPN,wish,8
PROPN,sacro,8
PROPN,ticket,8
PROPN,celà,8
PROPN,cris,8
PROPN,jean-marc,8
PROPN,concourt,8
PROPN,financiere,8
PROPN,douane,8
PROPN,grosses,8
PROPN,bizarre,8
PROPN,poisson,8
PROPN,insecte,8
PROPN,scenario,8
PROPN,benefice,8
PROPN,tram,8
PROPN,didier,8
PROPN,ca,8
PROPN,m^me,8
PROPN,frelon,8
PROPN,respecte,8
PROPN,consumérisme,8
PROPN,reprocher,8
PROPN,vmc,8
PROPN,shell,8
PROPN,rio,8
PROPN,glyphosate,8
PROPN,sauvée,8
PROPN,to,8
PROPN,hello,8
PROPN,been,8
PROPN,référendums,8
PROPN,br/,8
PROPN,injustice,8
PROPN,accueil,8
PROPN,charlatans,8
PROPN,kw,8
PROPN,causes,8
PROPN,pelt,8
PROPN,nutri,8
PROPN,convaincus,8
PROPN,encouragez,8
PROPN,comparaison,8
PROPN,types,8
PROPN,supression,8
PROPN,onéreux,8
PROPN,gaspillages,8
PROPN,alcalin,8
PROPN,trans,8
PROPN,manœuvre,7
PROPN,terrestre,7
PROPN,syndicat,7
PROPN,glu,7
PROPN,pompe,7
PROPN,co²,7
PROPN,traffic,7
PROPN,pompidou,7
PROPN,pablo,7
PROPN,borloo,7
PROPN,corrompus,7
PROPN,plasma,7
PROPN,ex,7
PROPN,.la,7
PROPN,sorgho,7
PROPN,glace,7
PROPN,murs,7
PROPN,courageux,7
PROPN,lille,7
PROPN,facto,7
PROPN,jospin,7
PROPN,make,7
PROPN,little,7
PROPN,talking,7
PROPN,j,7
PROPN,surcroît,7
PROPN,équilibré,7
PROPN,moto,7
PROPN,hinkley,7
PROPN,moulin,7
PROPN,wikipedia,7
PROPN,gw,7
PROPN,irak,7
PROPN,30ans,7
PROPN,rt2012,7
PROPN,compost,7
PROPN,mensonge,7
PROPN,rachel,7
PROPN,carson,7
PROPN,metz,7
PROPN,île-de-france,7
PROPN,élève,7
PROPN,vietnam,7
PROPN,roland,7
PROPN,-quand,7
PROPN,méfier,7
PROPN,préservé,7
PROPN,roadmap,7
PROPN,généré,7
PROPN,➔,7
PROPN,malmaison,7
PROPN,frais,6
PROPN,danemark,6
PROPN,germano,6
PROPN,pub,6
PROPN,répartis,6
PROPN,copenhague,6
PROPN,montrez,6
PROPN,dominique,6
PROPN,working,6
PROPN,sur-emballages,6
PROPN,negawatt,6
PROPN,flexfuel,6
PROPN,kerosen,6
PROPN,.c,6
PROPN,a.,6
PROPN,waste,6
PROPN,bernard,6
PROPN,gafa,6
PROPN,m.hulot,6
PROPN,/span,6
PROPN,,6
PROPN,pénurie,6
PROPN,altitude,6
PROPN,formule,6
PROPN,ras-le-bol,6
PROPN,kérosene,6
PROPN,200,6
PROPN,10ans,6
PROPN,énergivore,6
PROPN,didn,6
PROPN,it,6
PROPN,catastrophes,6
PROPN,hommes,6
PROPN,dynamo,6
PROPN,blabla,6
PROPN,autoroutes,6
PROPN,economy,6
PROPN,bébé,6
PROPN,emporte,6
PROPN,wikipédia,6
PROPN,charles,6
PROPN,compresseur,6
PROPN,qatar,6
PROPN,dépensé,6
PROPN,expérimentés,6
PROPN,meurt,6
PROPN,jadis,6
PROPN,e10,6
PROPN,suédois,6
PROPN,2ans,6
PROPN,moyen-age,6
PROPN,habitants,6
PROPN,concours,6
PROPN,consom,6
PROPN,septennat,6
PROPN,gpb,6
PROPN,naturel,6
PROPN,bambou,6
PROPN,gnr,6
PROPN,m²,6
PROPN,j.o,6
PROPN,hybrides,6
PROPN,joly,6
PROPN,khmers,6
PROPN,cnr,6
PROPN,ikv,6
PROPN,étourdissement,6
PROPN,gaby,6
PROPN,carcasses,6
PROPN,cigéo,6
PROPN,-plus,5
PROPN,dé-carbonée,5
PROPN,´,5
PROPN,riche,5
PROPN,star,5
PROPN,corail,5
PROPN,e,5
PROPN,gnv,5
PROPN,enrichis,5
PROPN,croyez,5
PROPN,sous-évalué,5
PROPN,,5
PROPN,jean-luc,5
PROPN,comportements,5
PROPN,grids,5
PROPN,16h30,5
PROPN,déduites,5
PROPN,mail,5
PROPN,hambourg,5
PROPN,maremotrice,5
PROPN,bornes,5
PROPN,dédain,5
PROPN,îlot,5
PROPN,x%,5
PROPN,ramassages,5
PROPN,b.,5
PROPN,prestation,5
PROPN,bénéfices,5
PROPN,x.,5
PROPN,-etc,5
PROPN,défit,5
PROPN,ufc,5
PROPN,promos,5
PROPN,stocker,5
PROPN,modèle,5
PROPN,jeté,5
PROPN,pionniers,5
PROPN,cantal,5
PROPN,renard,5
PROPN,soft,5
PROPN,francis,5
PROPN,conteneur,5
PROPN,plui,5
PROPN,machin,5
PROPN,haven,5
PROPN,happened,5
PROPN,got,5
PROPN,wanted,5
PROPN,up,5
PROPN,groupes,5
PROPN,anticipe,5
PROPN,fin,5
PROPN,themes,5
PROPN,richesses,5
PROPN,self,5
PROPN,lopin,5
PROPN,certitude,5
PROPN,quidam,5
PROPN,churchill,5
PROPN,shopping,5
PROPN,endroit,5
PROPN,attrayantes,5
PROPN,faisans,5
PROPN,bien-sur,5
PROPN,vison,5
PROPN,mégawatt,5
PROPN,tris,5
PROPN,est-elle,5
PROPN,ressenti,5
PROPN,cest,5
PROPN,inde,5
PROPN,sud,5
PROPN,questionnaires,5
PROPN,taxe,5
PROPN,protégez,5
PROPN,echelle,5
PROPN,éclairage,5
PROPN,essieu,5
PROPN,urbain,5
PROPN,maïs,5
PROPN,proton,5
PROPN,augmente,5
PROPN,-taxer,5
PROPN,moderne,5
PROPN,rayon,5
PROPN,caraïbes,5
PROPN,nocturne,5
PROPN,hervé,5
PROPN,tout-va,5
PROPN,,5
PROPN,math,5
PROPN,tchad,5
PROPN,peace,5
PROPN,marqueur,5
PROPN,niveau,5
PROPN,barème,5
PROPN,nommé,5
PROPN,liban,5
PROPN,kilowatt,5
PROPN,sau,5
PROPN,profite,5
PROPN,jean-pierre,5
PROPN,r436,5
PROPN,égard,5
PROPN,agrista,5
PROPN,harrisburg,5
PROPN,rnr‐na,5
PROPN,cordoba,5
PROPN,problème,5
PROPN,nord-est,5
